359,OLAELEC.NS,OLAELEC,IN,NSE,Unknown,Equity,INR
360,OLECTRA.NS,OLECTRA,IN,NSE,Unknown,Equity,INR
361,ONESOURCE.NS,ONESOURCE,IN,NSE,Unknown,Equity,INR
362,ONGC.NS,ONGC,IN,NSE,Unknown,Equity,INR
363,PAGEIND.NS,PAGEIND,IN,NSE,Unknown,Equity,INR
364,PATANJALI.NS,PATANJALI,IN,NSE,Unknown,Equity,INR
365,PAYTM.NS,PAYTM,IN,NSE,Unknown,Equity,INR
366,PCBL.NS,PCBL,IN,NSE,Unknown,Equity,INR
367,PERSISTENT.NS,PERSISTENT,IN,NSE,Unknown,Equity,INR
368,PETRONET.NS,PETRONET,IN,NSE,Unknown,Equity,INR
369,PFC.NS,PFC,IN,NSE,Unknown,Equity,INR
370,PFIZER.NS,PFIZER,IN,NSE,Unknown,Equity,INR
371,PGEL.NS,PGEL,IN,NSE,Unknown,Equity,INR
372,PGHH.NS,PGHH,IN,NSE,Unknown,Equity,INR
373,PHOENIXLTD.NS,PHOENIXLTD,IN,NSE,Unknown,Equity,INR
374,PIDILITIND.NS,PIDILITIND,IN,NSE,Unknown,Equity,INR
375,PIIND.NS,PIIND,IN,NSE,Unknown,Equity,INR
376,PNB.NS,PNB,IN,NSE,Unknown,Equity,INR
377,PNBHOUSING.NS,PNBHOUSING,IN,NSE,Unknown,Equity,INR
378,POLICYBZR.NS,POLICYBZR,IN,NSE,Unknown,Equity,INR
379,POLYCAB.NS,POLYCAB,IN,NSE,Unknown,Equity,INR
380,POLYMED.NS,POLYMED,IN,NSE,Unknown,Equity,INR
381,POONAWALLA.NS,POONAWALLA,IN,NSE,Unknown,Equity,INR
382,POWERGRID.NS,POWERGRID,IN,NSE,Unknown,Equity,INR
383,POWERINDIA.NS,POWERINDIA,IN,NSE,Unknown,Equity,INR
384,PPLPHARMA.NS,PPLPHARMA,IN,NSE,Unknown,Equity,INR
385,PRAJIND.NS,PRAJIND,IN,NSE,Unknown,Equity,INR
386,PREMIERENE.NS,PREMIERENE,IN,NSE,Unknown,Equity,INR
387,PRESTIGE.NS,PRESTIGE,IN,NSE,Unknown,Equity,INR
388,PTCIL.NS,PTCIL,IN,NSE,Unknown,Equity,INR
389,PVRINOX.NS,PVRINOX,IN,NSE,Unknown,Equity,INR
390,RADICO.NS,RADICO,IN,NSE,Unknown,Equity,INR
391,RAILTEL.NS,RAILTEL,IN,NSE,Unknown,Equity,INR
392,RAINBOW.NS,RAINBOW,IN,NSE,Unknown,Equity,INR
393,RAMCOCEM.NS,RAMCOCEM,IN,NSE,Unknown,Equity,INR
394,RBLBANK.NS,RBLBANK,IN,NSE,Unknown,Equity,INR
395,RCF.NS,RCF,IN,NSE,Unknown,Equity,INR
396,RECLTD.NS,RECLTD,IN,NSE,Unknown,Equity,INR
397,REDINGTON.NS,REDINGTON,IN,NSE,Unknown,Equity,INR
398,RELIANCE.NS,RELIANCE,IN,NSE,Unknown,Equity,INR
399,RELINFRA.NS,RELINFRA,IN,NSE,Unknown,Equity,INR
400,RHIM.NS,RHIM,IN,NSE,Unknown,Equity,INR
401,RITES.NS,RITES,IN,NSE,Unknown,Equity,INR
402,RKFORGE.NS,RKFORGE,IN,NSE,Unknown,Equity,INR
403,RPOWER.NS,RPOWER,IN,NSE,Unknown,Equity,INR
404,RRKABEL.NS,RRKABEL,IN,NSE,Unknown,Equity,INR
405,RVNL.NS,RVNL,IN,NSE,Unknown,Equity,INR
406,SAGILITY.NS,SAGILITY,IN,NSE,Unknown,Equity,INR
407,SAIL.NS,SAIL,IN,NSE,Unknown,Equity,INR
408,SAILIFE.NS,SAILIFE,IN,NSE,Unknown,Equity,INR
409,SAMMAANCAP.NS,SAMMAANCAP,IN,NSE,Unknown,Equity,INR
410,SAPPHIRE.NS,SAPPHIRE,IN,NSE,Unknown,Equity,INR
411,SARDAEN.NS,SARDAEN,IN,NSE,Unknown,Equity,INR
412,SAREGAMA.NS,SAREGAMA,IN,NSE,Unknown,Equity,INR
413,SBFC.NS,SBFC,IN,NSE,Unknown,Equity,INR
414,SBICARD.NS,SBICARD,IN,NSE,Unknown,Equity,INR
415,SBILIFE.NS,SBILIFE,IN,NSE,Unknown,Equity,INR
416,SBIN.NS,SBIN,IN,NSE,Unknown,Equity,INR
417,SCHAEFFLER.NS,SCHAEFFLER,IN,NSE,Unknown,Equity,INR
418,SCHNEIDER.NS,SCHNEIDER,IN,NSE,Unknown,Equity,INR
419,SCI.NS,SCI,IN,NSE,Unknown,Equity,INR
420,SHREECEM.NS,SHREECEM,IN,NSE,Unknown,Equity,INR
421,SHRIRAMFIN.NS,SHRIRAMFIN,IN,NSE,Unknown,Equity,INR
422,SHYAMMETL.NS,SHYAMMETL,IN,NSE,Unknown,Equity,INR
423,SIEMENS.NS,SIEMENS,IN,NSE,Unknown,Equity,INR
424,SIGNATURE.NS,SIGNATURE,IN,NSE,Unknown,Equity,INR
425,SJVN.NS,SJVN,IN,NSE,Unknown,Equity,INR
426,SOBHA.NS,SOBHA,IN,NSE,Unknown,Equity,INR
427,SOLARINDS.NS,SOLARINDS,IN,NSE,Unknown,Equity,INR
428,SONACOMS.NS,SONACOMS,IN,NSE,Unknown,Equity,INR
429,SONATSOFTW.NS,SONATSOFTW,IN,NSE,Unknown,Equity,INR
430,SRF.NS,SRF,IN,NSE,Unknown,Equity,INR
431,STARHEALTH.NS,STARHEALTH,IN,NSE,Unknown,Equity,INR
432,SUMICHEM.NS,SUMICHEM,IN,NSE,Unknown,Equity,INR
433,SUNDARMFIN.NS,SUNDARMFIN,IN,NSE,Unknown,Equity,INR
434,SUNDRMFAST.NS,SUNDRMFAST,IN,NSE,Unknown,Equity,INR
435,SUNPHARMA.NS,SUNPHARMA,IN,NSE,Unknown,Equity,INR
436,SUNTV.NS,SUNTV,IN,NSE,Unknown,Equity,INR
437,SUPREMEIND.NS,SUPREMEIND,IN,NSE,Unknown,Equity,INR
438,SUZLON.NS,SUZLON,IN,NSE,Unknown,Equity,INR
439,SWANCORP.NS,SWANCORP,IN,NSE,Unknown,Equity,INR
440,SWIGGY.NS,SWIGGY,IN,NSE,Unknown,Equity,INR
441,SYNGENE.NS,SYNGENE,IN,NSE,Unknown,Equity,INR
442,SYRMA.NS,SYRMA,IN,NSE,Unknown,Equity,INR
443,TARIL.NS,TARIL,IN,NSE,Unknown,Equity,INR
444,TATACHEM.NS,TATACHEM,IN,NSE,Unknown,Equity,INR
445,TATACOMM.NS,TATACOMM,IN,NSE,Unknown,Equity,INR
446,TATACONSUM.NS,TATACONSUM,IN,NSE,Unknown,Equity,INR
447,TATAELXSI.NS,TATAELXSI,IN,NSE,Unknown,Equity,INR
448,TATAINVEST.NS,TATAINVEST,IN,NSE,Unknown,Equity,INR
449,TATAPOWER.NS,TATAPOWER,IN,NSE,Unknown,Equity,INR
450,TATASTEEL.NS,TATASTEEL,IN,NSE,Unknown,Equity,INR
451,TATATECH.NS,TATATECH,IN,NSE,Unknown,Equity,INR
452,TBOTEK.NS,TBOTEK,IN,NSE,Unknown,Equity,INR
453,TCS.NS,TCS,IN,NSE,Unknown,Equity,INR
454,TECHM.NS,TECHM,IN,NSE,Unknown,Equity,INR
455,TECHNOE.NS,TECHNOE,IN,NSE,Unknown,Equity,INR
456,TEJASNET.NS,TEJASNET,IN,NSE,Unknown,Equity,INR
457,THELEELA.NS,THELEELA,IN,NSE,Unknown,Equity,INR
458,THERMAX.NS,THERMAX,IN,NSE,Unknown,Equity,INR
459,TIINDIA.NS,TIINDIA,IN,NSE,Unknown,Equity,INR
460,TIMKEN.NS,TIMKEN,IN,NSE,Unknown,Equity,INR
461,TITAGARH.NS,TITAGARH,IN,NSE,Unknown,Equity,INR
462,TITAN.NS,TITAN,IN,NSE,Unknown,Equity,INR
463,TMPV.NS,TMPV,IN,NSE,Unknown,Equity,INR
464,TORNTPHARM.NS,TORNTPHARM,IN,NSE,Unknown,Equity,INR
465,TORNTPOWER.NS,TORNTPOWER,IN,NSE,Unknown,Equity,INR
466,TRENT.NS,TRENT,IN,NSE,Unknown,Equity,INR
467,TRIDENT.NS,TRIDENT,IN,NSE,Unknown,Equity,INR
468,TRITURBINE.NS,TRITURBINE,IN,NSE,Unknown,Equity,INR
469,TRIVENI.NS,TRIVENI,IN,NSE,Unknown,Equity,INR
470,TTML.NS,TTML,IN,NSE,Unknown,Equity,INR
471,TVSMOTOR.NS,TVSMOTOR,IN,NSE,Unknown,Equity,INR
472,UBL.NS,UBL,IN,NSE,Unknown,Equity,INR
473,UCOBANK.NS,UCOBANK,IN,NSE,Unknown,Equity,INR
474,ULTRACEMCO.NS,ULTRACEMCO,IN,NSE,Unknown,Equity,INR
475,UNIONBANK.NS,UNIONBANK,IN,NSE,Unknown,Equity,INR
476,UNITDSPR.NS,UNITDSPR,IN,NSE,Unknown,Equity,INR
477,UNOMINDA.NS,UNOMINDA,IN,NSE,Unknown,Equity,INR
478,UPL.NS,UPL,IN,NSE,Unknown,Equity,INR
479,USHAMART.NS,USHAMART,IN,NSE,Unknown,Equity,INR
480,UTIAMC.NS,UTIAMC,IN,NSE,Unknown,Equity,INR
481,VBL.NS,VBL,IN,NSE,Unknown,Equity,INR
482,VEDL.NS,VEDL,IN,NSE,Unknown,Equity,INR
483,VENTIVE.NS,VENTIVE,IN,NSE,Unknown,Equity,INR
484,VGUARD.NS,VGUARD,IN,NSE,Unknown,Equity,INR
485,VIJAYA.NS,VIJAYA,IN,NSE,Unknown,Equity,INR
486,VMM.NS,VMM,IN,NSE,Unknown,Equity,INR
487,VOLTAS.NS,VOLTAS,IN,NSE,Unknown,Equity,INR
488,VTL.NS,VTL,IN,NSE,Unknown,Equity,INR
489,WAAREEENER.NS,WAAREEENER,IN,NSE,Unknown,Equity,INR
490,WELCORP.NS,WELCORP,IN,NSE,Unknown,Equity,INR
491,WELSPUNLIV.NS,WELSPUNLIV,IN,NSE,Unknown,Equity,INR
492,WHIRLPOOL.NS,WHIRLPOOL,IN,NSE,Unknown,Equity,INR
493,WIPRO.NS,WIPRO,IN,NSE,Unknown,Equity,INR
494,WOCKPHARMA.NS,WOCKPHARMA,IN,NSE,Unknown,Equity,INR
495,YESBANK.NS,YESBANK,IN,NSE,Unknown,Equity,INR
496,ZEEL.NS,ZEEL,IN,NSE,Unknown,Equity,INR
497,ZENSARTECH.NS,ZENSARTECH,IN,NSE,Unknown,Equity,INR
498,ZENTEC.NS,ZENTEC,IN,NSE,Unknown,Equity,INR
499,ZFCVINDIA.NS,ZFCVINDIA,IN,NSE,Unknown,Equity,INR
500,ZYDUSLIFE.NS,ZYDUSLIFE,IN,NSE,Unknown,Equity,INR
