asset_id,ticker,name,country,exchange,sector,asset_class,currency
386,QCOM,QCOM,US,NYSE/NASDAQ,Unknown,Equity,USD
387,DGX,DGX,US,NYSE/NASDAQ,Unknown,Equity,USD
388,Q,Q,US,NYSE/NASDAQ,Unknown,Equity,USD
389,RL,RL,US,NYSE/NASDAQ,Unknown,Equity,USD
390,RJF,RJF,US,NYSE/NASDAQ,Unknown,Equity,USD
391,RTX,RTX,US,NYSE/NASDAQ,Unknown,Equity,USD
392,O,O,US,NYSE/NASDAQ,Unknown,Equity,USD
393,REG,REG,US,NYSE/NASDAQ,Unknown,Equity,USD
394,REGN,REGN,US,NYSE/NASDAQ,Unknown,Equity,USD
395,RF,RF,US,NYSE/NASDAQ,Unknown,Equity,USD
396,RSG,RSG,US,NYSE/NASDAQ,Unknown,Equity,USD
397,RMD,RMD,US,NYSE/NASDAQ,Unknown,Equity,USD
398,RVTY,RVTY,US,NYSE/NASDAQ,Unknown,Equity,USD
399,HOOD,HOOD,US,NYSE/NASDAQ,Unknown,Equity,USD
400,ROK,ROK,US,NYSE/NASDAQ,Unknown,Equity,USD
401,ROL,ROL,US,NYSE/NASDAQ,Unknown,Equity,USD
402,ROP,ROP,US,NYSE/NASDAQ,Unknown,Equity,USD
403,ROST,ROST,US,NYSE/NASDAQ,Unknown,Equity,USD
404,RCL,RCL,US,NYSE/NASDAQ,Unknown,Equity,USD
405,SPGI,SPGI,US,NYSE/NASDAQ,Unknown,Equity,USD
406,CRM,CRM,US,NYSE/NASDAQ,Unknown,Equity,USD
407,SNDK,SNDK,US,NYSE/NASDAQ,Unknown,Equity,USD
408,SBAC,SBAC,US,NYSE/NASDAQ,Unknown,Equity,USD
409,SLB,SLB,US,NYSE/NASDAQ,Unknown,Equity,USD
410,STX,STX,US,NYSE/NASDAQ,Unknown,Equity,USD
411,SRE,SRE,US,NYSE/NASDAQ,Unknown,Equity,USD
412,NOW,NOW,US,NYSE/NASDAQ,Unknown,Equity,USD
413,SHW,SHW,US,NYSE/NASDAQ,Unknown,Equity,USD
414,SPG,SPG,US,NYSE/NASDAQ,Unknown,Equity,USD
415,SWKS,SWKS,US,NYSE/NASDAQ,Unknown,Equity,USD
416,SJM,SJM,US,NYSE/NASDAQ,Unknown,Equity,USD
417,SW,SW,US,NYSE/NASDAQ,Unknown,Equity,USD
418,SNA,SNA,US,NYSE/NASDAQ,Unknown,Equity,USD
419,SOLV,SOLV,US,NYSE/NASDAQ,Unknown,Equity,USD
420,SO,SO,US,NYSE/NASDAQ,Unknown,Equity,USD
421,LUV,LUV,US,NYSE/NASDAQ,Unknown,Equity,USD
422,SWK,SWK,US,NYSE/NASDAQ,Unknown,Equity,USD
423,SBUX,SBUX,US,NYSE/NASDAQ,Unknown,Equity,USD
424,STT,STT,US,NYSE/NASDAQ,Unknown,Equity,USD
425,STLD,STLD,US,NYSE/NASDAQ,Unknown,Equity,USD
426,STE,STE,US,NYSE/NASDAQ,Unknown,Equity,USD
427,SYK,SYK,US,NYSE/NASDAQ,Unknown,Equity,USD
428,SMCI,SMCI,US,NYSE/NASDAQ,Unknown,Equity,USD
429,SYF,SYF,US,NYSE/NASDAQ,Unknown,Equity,USD
430,SNPS,SNPS,US,NYSE/NASDAQ,Unknown,Equity,USD
431,SYY,SYY,US,NYSE/NASDAQ,Unknown,Equity,USD
432,TMUS,TMUS,US,NYSE/NASDAQ,Unknown,Equity,USD
433,TROW,TROW,US,NYSE/NASDAQ,Unknown,Equity,USD
434,TTWO,TTWO,US,NYSE/NASDAQ,Unknown,Equity,USD
435,TPR,TPR,US,NYSE/NASDAQ,Unknown,Equity,USD
436,TRGP,TRGP,US,NYSE/NASDAQ,Unknown,Equity,USD
437,TGT,TGT,US,NYSE/NASDAQ,Unknown,Equity,USD
438,TEL,TEL,US,NYSE/NASDAQ,Unknown,Equity,USD
439,TDY,TDY,US,NYSE/NASDAQ,Unknown,Equity,USD
440,TER,TER,US,NYSE/NASDAQ,Unknown,Equity,USD
441,TSLA,TSLA,US,NYSE/NASDAQ,Unknown,Equity,USD
442,TXN,TXN,US,NYSE/NASDAQ,Unknown,Equity,USD
443,TPL,TPL,US,NYSE/NASDAQ,Unknown,Equity,USD
444,TXT,TXT,US,NYSE/NASDAQ,Unknown,Equity,USD
445,TJX,TJX,US,NYSE/NASDAQ,Unknown,Equity,USD
446,TKO,TKO,US,NYSE/NASDAQ,Unknown,Equity,USD
447,TTD,TTD,US,NYSE/NASDAQ,Unknown,Equity,USD
448,TSCO,TSCO,US,NYSE/NASDAQ,Unknown,Equity,USD
449,TT,TT,US,NYSE/NASDAQ,Unknown,Equity,USD
450,TDG,TDG,US,NYSE/NASDAQ,Unknown,Equity,USD
451,TRV,TRV,US,NYSE/NASDAQ,Unknown,Equity,USD
452,TRMB,TRMB,US,NYSE/NASDAQ,Unknown,Equity,USD
453,TFC,TFC,US,NYSE/NASDAQ,Unknown,Equity,USD
454,TYL,TYL,US,NYSE/NASDAQ,Unknown,Equity,USD
455,TSN,TSN,US,NYSE/NASDAQ,Unknown,Equity,USD
456,USB,USB,US,NYSE/NASDAQ,Unknown,Equity,USD
457,UBER,UBER,US,NYSE/NASDAQ,Unknown,Equity,USD
458,UDR,UDR,US,NYSE/NASDAQ,Unknown,Equity,USD
459,ULTA,ULTA,US,NYSE/NASDAQ,Unknown,Equity,USD
460,UNP,UNP,US,NYSE/NASDAQ,Unknown,Equity,USD
461,UAL,UAL,US,NYSE/NASDAQ,Unknown,Equity,USD
462,UPS,UPS,US,NYSE/NASDAQ,Unknown,Equity,USD
463,URI,URI,US,NYSE/NASDAQ,Unknown,Equity,USD
464,UNH,UNH,US,NYSE/NASDAQ,Unknown,Equity,USD
465,UHS,UHS,US,NYSE/NASDAQ,Unknown,Equity,USD
466,VLO,VLO,US,NYSE/NASDAQ,Unknown,Equity,USD
467,VTR,VTR,US,NYSE/NASDAQ,Unknown,Equity,USD
468,VLTO,VLTO,US,NYSE/NASDAQ,Unknown,Equity,USD
469,VRSN,VRSN,US,NYSE/NASDAQ,Unknown,Equity,USD
470,VRSK,VRSK,US,NYSE/NASDAQ,Unknown,Equity,USD
471,VZ,VZ,US,NYSE/NASDAQ,Unknown,Equity,USD
472,VRTX,VRTX,US,NYSE/NASDAQ,Unknown,Equity,USD
473,VTRS,VTRS,US,NYSE/NASDAQ,Unknown,Equity,USD
474,VICI,VICI,US,NYSE/NASDAQ,Unknown,Equity,USD
475,V,V,US,NYSE/NASDAQ,Unknown,Equity,USD
476,VST,VST,US,NYSE/NASDAQ,Unknown,Equity,USD
477,VMC,VMC,US,NYSE/NASDAQ,Unknown,Equity,USD
478,WRB,WRB,US,NYSE/NASDAQ,Unknown,Equity,USD
479,GWW,GWW,US,NYSE/NASDAQ,Unknown,Equity,USD
480,WAB,WAB,US,NYSE/NASDAQ,Unknown,Equity,USD
481,WMT,WMT,US,NYSE/NASDAQ,Unknown,Equity,USD
482,DIS,DIS,US,NYSE/NASDAQ,Unknown,Equity,USD
483,WBD,WBD,US,NYSE/NASDAQ,Unknown,Equity,USD
484,WM,WM,US,NYSE/NASDAQ,Unknown,Equity,USD
485,WAT,WAT,US,NYSE/NASDAQ,Unknown,Equity,USD
486,WEC,WEC,US,NYSE/NASDAQ,Unknown,Equity,USD
487,WFC,WFC,US,NYSE/NASDAQ,Unknown,Equity,USD
488,WELL,WELL,US,NYSE/NASDAQ,Unknown,Equity,USD
489,WST,WST,US,NYSE/NASDAQ,Unknown,Equity,USD
490,WDC,WDC,US,NYSE/NASDAQ,Unknown,Equity,USD
491,WY,WY,US,NYSE/NASDAQ,Unknown,Equity,USD
492,WSM,WSM,US,NYSE/NASDAQ,Unknown,Equity,USD
493,WMB,WMB,US,NYSE/NASDAQ,Unknown,Equity,USD
494,WTW,WTW,US,NYSE/NASDAQ,Unknown,Equity,USD
495,WDAY,WDAY,US,NYSE/NASDAQ,Unknown,Equity,USD
496,WYNN,WYNN,US,NYSE/NASDAQ,Unknown,Equity,USD
497,XEL,XEL,US,NYSE/NASDAQ,Unknown,Equity,USD
498,XYL,XYL,US,NYSE/NASDAQ,Unknown,Equity,USD
499,YUM,YUM,US,NYSE/NASDAQ,Unknown,Equity,USD
500,ZBRA,ZBRA,US,NYSE/NASDAQ,Unknown,Equity,USD
501,ZBH,ZBH,US,NYSE/NASDAQ,Unknown,Equity,USD
502,ZTS,ZTS,US,NYSE/NASDAQ,Unknown,Equity,USD
