date,close
2018-01-01 00:00:00+05:30,1227.6785888671875
2018-01-02 00:00:00+05:30,1228.1611328125
2018-01-03 00:00:00+05:30,1240.660400390625
2018-01-04 00:00:00+05:30,1257.1943359375
2018-01-05 00:00:00+05:30,1258.773193359375
2018-01-08 00:00:00+05:30,1260.966064453125
2018-01-09 00:00:00+05:30,1244.9144287109375
2018-01-10 00:00:00+05:30,1241.4935302734375
2018-01-11 00:00:00+05:30,1227.6351318359375
2018-01-12 00:00:00+05:30,1296.2265625
2018-01-15 00:00:00+05:30,1328.6805419921875
2018-01-16 00:00:00+05:30,1323.8126220703125
2018-01-17 00:00:00+05:30,1358.2398681640625
2018-01-18 00:00:00+05:30,1352.4508056640625
2018-01-19 00:00:00+05:30,1391.000732421875
2018-01-22 00:00:00+05:30,1405.4296875
2018-01-23 00:00:00+05:30,1438.234375
2018-01-24 00:00:00+05:30,1462.75048828125
2018-01-25 00:00:00+05:30,1455.42626953125
2018-01-29 00:00:00+05:30,1422.5335693359375
2018-01-30 00:00:00+05:30,1408.4996337890625
2018-01-31 00:00:00+05:30,1450.07568359375
2018-02-01 00:00:00+05:30,1491.5201416015625
2018-02-02 00:00:00+05:30,1472.311279296875
2018-02-05 00:00:00+05:30,1427.84033203125
2018-02-06 00:00:00+05:30,1419.77099609375
2018-02-07 00:00:00+05:30,1384.553955078125
2018-02-08 00:00:00+05:30,1398.895263671875
2018-02-09 00:00:00+05:30,1395.342529296875
2018-02-12 00:00:00+05:30,1412.753662109375
2018-02-14 00:00:00+05:30,1378.9403076171875
2018-02-15 00:00:00+05:30,1359.994384765625
2018-02-16 00:00:00+05:30,1328.549072265625
2018-02-19 00:00:00+05:30,1304.6031494140625
2018-02-20 00:00:00+05:30,1323.8563232421875
2018-02-21 00:00:00+05:30,1325.6983642578125
2018-02-22 00:00:00+05:30,1329.9525146484375
2018-02-23 00:00:00+05:30,1336.09228515625
2018-02-26 00:00:00+05:30,1331.5750732421875
2018-02-27 00:00:00+05:30,1340.565673828125
2018-02-28 00:00:00+05:30,1343.5479736328125
2018-03-01 00:00:00+05:30,1337.7589111328125
2018-03-05 00:00:00+05:30,1307.3660888671875
2018-03-06 00:00:00+05:30,1294.1654052734375
2018-03-07 00:00:00+05:30,1259.1680908203125
2018-03-08 00:00:00+05:30,1250.5718994140625
2018-03-09 00:00:00+05:30,1261.0533447265625
2018-03-12 00:00:00+05:30,1257.45751953125
2018-03-13 00:00:00+05:30,1237.458740234375
2018-03-14 00:00:00+05:30,1219.43359375
2018-03-15 00:00:00+05:30,1204.3909912109375
2018-03-16 00:00:00+05:30,1172.551025390625
2018-03-19 00:00:00+05:30,1155.4468994140625
2018-03-20 00:00:00+05:30,1144.3951416015625
2018-03-21 00:00:00+05:30,1137.6409912109375
2018-03-22 00:00:00+05:30,1131.32568359375
2018-03-23 00:00:00+05:30,1120.887939453125
2018-03-26 00:00:00+05:30,1124.396484375
2018-03-27 00:00:00+05:30,1118.3004150390625
2018-03-28 00:00:00+05:30,1135.5797119140625
2018-04-02 00:00:00+05:30,1133.9129638671875
2018-04-03 00:00:00+05:30,1125.4927978515625
2018-04-04 00:00:00+05:30,1115.1427001953125
2018-04-05 00:00:00+05:30,1121.5018310546875
2018-04-06 00:00:00+05:30,1132.685302734375
2018-04-09 00:00:00+05:30,1132.29052734375
2018-04-10 00:00:00+05:30,1131.0189208984375
2018-04-11 00:00:00+05:30,1120.9317626953125
2018-04-12 00:00:00+05:30,1115.93212890625
2018-04-13 00:00:00+05:30,1115.44970703125
2018-04-16 00:00:00+05:30,1102.950439453125
2018-04-17 00:00:00+05:30,1109.1341552734375
2018-04-18 00:00:00+05:30,1101.3717041015625
2018-04-19 00:00:00+05:30,1096.10888671875
2018-04-20 00:00:00+05:30,1117.81787109375
2018-04-23 00:00:00+05:30,1169.48095703125
2018-04-24 00:00:00+05:30,1187.3304443359375
2018-04-25 00:00:00+05:30,1186.891845703125
2018-04-26 00:00:00+05:30,1176.9803466796875
2018-04-27 00:00:00+05:30,1179.398193359375
