date,close
2018-01-01 00:00:00+05:30,166.14878845214844
2018-01-02 00:00:00+05:30,166.0500946044922
2018-01-03 00:00:00+05:30,170.39256286621094
2018-01-04 00:00:00+05:30,172.07034301757812
2018-01-05 00:00:00+05:30,170.29385375976562
2018-01-08 00:00:00+05:30,175.12979125976562
2018-01-09 00:00:00+05:30,172.5144500732422
2018-01-10 00:00:00+05:30,169.15890502929688
2018-01-11 00:00:00+05:30,172.85987854003906
2018-01-12 00:00:00+05:30,171.7742462158203
2018-01-15 00:00:00+05:30,174.29090881347656
2018-01-16 00:00:00+05:30,170.1457977294922
2018-01-17 00:00:00+05:30,170.39256286621094
2018-01-18 00:00:00+05:30,161.36219787597656
2018-01-19 00:00:00+05:30,165.80335998535156
2018-01-22 00:00:00+05:30,167.38243103027344
2018-01-23 00:00:00+05:30,162.59584045410156
2018-01-24 00:00:00+05:30,165.95138549804688
2018-01-25 00:00:00+05:30,162.44781494140625
2018-01-29 00:00:00+05:30,161.4115447998047
2018-01-30 00:00:00+05:30,153.17071533203125
2018-01-31 00:00:00+05:30,154.1576385498047
2018-02-01 00:00:00+05:30,147.79196166992188
2018-02-02 00:00:00+05:30,135.0113067626953
2018-02-05 00:00:00+05:30,133.9257049560547
2018-02-06 00:00:00+05:30,128.69496154785156
2018-02-07 00:00:00+05:30,130.81687927246094
2018-02-08 00:00:00+05:30,133.4815673828125
2018-02-09 00:00:00+05:30,134.71522521972656
2018-02-12 00:00:00+05:30,136.9851531982422
2018-02-14 00:00:00+05:30,139.74855041503906
2018-02-15 00:00:00+05:30,131.4090118408203
2018-02-16 00:00:00+05:30,128.79367065429688
2018-02-19 00:00:00+05:30,125.2407455444336
2018-02-20 00:00:00+05:30,128.94171142578125
2018-02-21 00:00:00+05:30,127.56002044677734
2018-02-22 00:00:00+05:30,124.64859771728516
2018-02-23 00:00:00+05:30,126.42506408691406
2018-02-26 00:00:00+05:30,129.53387451171875
2018-02-27 00:00:00+05:30,127.65872192382812
2018-02-28 00:00:00+05:30,125.29010009765625
2018-03-01 00:00:00+05:30,124.69793701171875
2018-03-05 00:00:00+05:30,122.08258056640625
2018-03-06 00:00:00+05:30,118.48031616210938
2018-03-07 00:00:00+05:30,117.04927062988281
2018-03-08 00:00:00+05:30,116.80254364013672
2018-03-09 00:00:00+05:30,115.42083740234375
2018-03-12 00:00:00+05:30,115.6675796508789
2018-03-13 00:00:00+05:30,123.71100616455078
2018-03-14 00:00:00+05:30,122.378662109375
2018-03-15 00:00:00+05:30,119.36854553222656
2018-03-16 00:00:00+05:30,119.36854553222656
2018-03-19 00:00:00+05:30,113.2496109008789
2018-03-20 00:00:00+05:30,112.50941467285156
2018-03-21 00:00:00+05:30,112.46006774902344
2018-03-22 00:00:00+05:30,109.15387725830078
2018-03-23 00:00:00+05:30,106.5878677368164
2018-03-26 00:00:00+05:30,109.54863739013672
2018-03-27 00:00:00+05:30,109.89407348632812
2018-03-28 00:00:00+05:30,108.26564025878906
2018-04-02 00:00:00+05:30,112.70680236816406
2018-04-03 00:00:00+05:30,116.80254364013672
2018-04-04 00:00:00+05:30,113.34830474853516
2018-04-05 00:00:00+05:30,115.37149810791016
2018-04-06 00:00:00+05:30,118.03619384765625
2018-04-09 00:00:00+05:30,116.85189056396484
2018-04-10 00:00:00+05:30,115.76627349853516
2018-04-11 00:00:00+05:30,114.82868957519531
2018-04-12 00:00:00+05:30,113.74307250976562
2018-04-13 00:00:00+05:30,114.77935028076172
2018-04-16 00:00:00+05:30,112.50941467285156
2018-04-17 00:00:00+05:30,112.50941467285156
2018-04-18 00:00:00+05:30,111.47314453125
2018-04-19 00:00:00+05:30,113.4469985961914
2018-04-20 00:00:00+05:30,114.5326156616211
2018-04-23 00:00:00+05:30,119.31919860839844
2018-04-24 00:00:00+05:30,117.44403839111328
2018-04-25 00:00:00+05:30,116.21038055419922
2018-04-26 00:00:00+05:30,116.16102600097656
2018-04-27 00:00:00+05:30,114.43392181396484
2018-04-30 00:00:00+05:30,115.22345733642578
2018-05-02 00:00:00+05:30,113.6937255859375
2018-05-03 00:00:00+05:30,112.3120346069336
2018-05-04 00:00:00+05:30,110.68360900878906
2018-05-07 00:00:00+05:30,113.59503936767578
2018-05-08 00:00:00+05:30,110.88098907470703
2018-05-09 00:00:00+05:30,110.0914535522461
2018-05-10 00:00:00+05:30,107.87086486816406
2018-05-11 00:00:00+05:30,106.5878677368164
2018-05-14 00:00:00+05:30,106.2424545288086
2018-05-15 00:00:00+05:30,106.9826431274414
2018-05-16 00:00:00+05:30,106.5878677368164
2018-05-17 00:00:00+05:30,107.67349243164062
2018-05-18 00:00:00+05:30,106.68656158447266
2018-05-21 00:00:00+05:30,104.81140899658203
2018-05-22 00:00:00+05:30,102.49213409423828
2018-05-23 00:00:00+05:30,100.7156753540039
2018-05-24 00:00:00+05:30,100.86370086669922
2018-05-25 00:00:00+05:30,102.7882080078125
2018-05-28 00:00:00+05:30,104.86074829101562
2018-05-29 00:00:00+05:30,104.16990661621094
2018-05-30 00:00:00+05:30,101.0117416381836
2018-05-31 00:00:00+05:30,101.75193786621094
2018-06-01 00:00:00+05:30,99.87678527832031
2018-06-04 00:00:00+05:30,96.86666107177734
2018-06-05 00:00:00+05:30,92.5241928100586
2018-06-06 00:00:00+05:30,94.64608001708984
2018-06-07 00:00:00+05:30,97.7055435180664
2018-06-08 00:00:00+05:30,96.22516632080078
2018-06-11 00:00:00+05:30,96.86666107177734
2018-06-12 00:00:00+05:30,96.3731918334961
2018-06-13 00:00:00+05:30,99.53136444091797
2018-06-14 00:00:00+05:30,99.82743072509766
2018-06-15 00:00:00+05:30,98.88985443115234
2018-06-18 00:00:00+05:30,97.31077575683594
2018-06-19 00:00:00+05:30,95.73170471191406
2018-06-20 00:00:00+05:30,94.99150848388672
2018-06-21 00:00:00+05:30,94.00457763671875
2018-06-22 00:00:00+05:30,95.33692169189453
2018-06-25 00:00:00+05:30,94.20195770263672
2018-06-26 00:00:00+05:30,94.69541931152344
2018-06-27 00:00:00+05:30,92.08008575439453
2018-06-28 00:00:00+05:30,91.29054260253906
2018-06-29 00:00:00+05:30,93.16569519042969
2018-07-02 00:00:00+05:30,91.4385757446289
2018-07-03 00:00:00+05:30,92.22810363769531
2018-07-04 00:00:00+05:30,91.83334350585938
2018-07-05 00:00:00+05:30,90.94511413574219
2018-07-06 00:00:00+05:30,91.58661651611328
